_id,Ano,Codigo,Inep,Escola,Municipio,Localizacao,Situacao,Endereco,Numero,Bairro,Cep,Telefone,Email,TipoEnsino,idTipoEnsino,NivelOrganizacional,IdEscola,Id
7436,2013,3202900,32031238,EEEFM - ALTO JATIBOCAS,ITARANA,RURAL,Em Atividade,ALTO JATIBOCAS,"",ALTO JATIBOCAS,29620000,(27) - 97027213,ESCOLAALTOJATIBOCAS@SEDU.ES.GOV.BR,ATIVIDADE COMPLEMENTAR,9,Estadual,676,5189509
7437,2015,3202900,32031270,EEEF - PROF JOSUE BALDOTTO,ITARANA,RURAL,Em Atividade,RUA LIMOEIRO DE SANTO ANTONIO,"",ZONA RURAL,29620000,(27) - 97521602,ESCOLAJOSUEBALDOTTO@SEDU.ES.GOV.BR,ATIVIDADE COMPLEMENTAR,9,Estadual,677,5189510
7438,2010,3202900,32031289,EEEFM - PROFª ALEYDE COSME,ITARANA,URBANA,Em Atividade,RUA VALENTIN DE MARTIN,303,CENTRO,29620000,(27) - 37201503,ESCOLAALEYDE@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,678,5189511
7439,2009,3202900,32031289,EEEFM - PROFª ALEYDE COSME,ITARANA,URBANA,Em Atividade,RUA VALENTIN DE MARTIN,303,CENTRO,29620000,(27) - 37201503,ESCOLAALEYDE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,678,5189512
7440,2009,3201506,32010303,CEEJA - PEDRO ANTONIO VITALI,COLATINA,URBANA,Em Atividade,AVENIDA PEDRO VITALI,209,FAZENDA VITALI,29707015,(27) - 37211433,CENTROPEDROVITALI@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,679,5189513
7441,2008,3201506,32010486,EEEFM - ARISTIDES FREIRE,COLATINA,URBANA,Em Atividade,PRACA MUNICIPAL,70,CENTRO,29700220,(27) - 37221670,ESCOLAARISTIDES@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,680,5189514
7442,2011,3201506,32010486,EEEFM - ARISTIDES FREIRE,COLATINA,URBANA,Em Atividade,PRACA MUNICIPAL,70,CENTRO,29700220,(27) - 37221670,ESCOLAARISTIDES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,680,5189515
7443,2008,3201506,32093209,EEEM - ANTÔNIO EUGÊNIO ROSA,COLATINA,URBANA,Paralisada,RUA GALDENCIO SOUZA,83,ITAPINA,29714035,(27) - 37431907,ESCOLAANTONIOROSA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,681,5189516
7444,2014,3201506,32093209,EEEM - ANTÔNIO EUGÊNIO ROSA,COLATINA,URBANA,Paralisada,RUA GALDENCIO SOUZA,83,ITAPINA,29714035,(27) - 37431907,ESCOLAANTONIOROSA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,681,5189517
7445,2014,3200805,32092806,EEEM - MARIA HELENA STEIN MERLO,BAIXO GUANDU,URBANA,Em Atividade,RUA VILA KM 14 DO MUTUM,"",ZONA RURAL,29730000,(27) - 37326033,ESCOLAMARIAHELENA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,682,5189518
7446,2008,3204401,32079389,EEEFM - VIRGINIA NOVA,RIO NOVO DO SUL,RURAL,Em Atividade,ESTRADA DE VIRGÍNIA NOVA,"",VIRGINIA NOVA,29290000,() - ,ESCOLAVIRGINIANOVA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,684,5189519
7447,2013,3204401,32079389,EEEFM - VIRGINIA NOVA,RIO NOVO DO SUL,RURAL,Em Atividade,ESTRADA DE VIRGÍNIA NOVA,"",VIRGINIA NOVA,29290000,() - ,ESCOLAVIRGINIANOVA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,684,5189520
7448,2015,3204401,32079389,EEEFM - VIRGINIA NOVA,RIO NOVO DO SUL,RURAL,Em Atividade,ESTRADA DE VIRGÍNIA NOVA,"",VIRGINIA NOVA,29290000,() - ,ESCOLAVIRGINIANOVA@SEDU.ES.GOV.BR,ATIVIDADE COMPLEMENTAR,9,Estadual,684,5189521
7449,2015,3201209,32052634,EEEFM - QUINTILIANO DE AZEVEDO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA SAMUEL DUARTE,"",SANTO ANTONIO,29300550,(28) - 35226520,ESCOLAQUINTILIANO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,686,5189522
7450,2014,3201209,32052634,EEEFM - QUINTILIANO DE AZEVEDO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA SAMUEL DUARTE,"",SANTO ANTONIO,29300550,(28) - 35226520,ESCOLAQUINTILIANO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,686,5189523
7451,2011,3201209,32052642,EEEF - ROTARY,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA NELSON BORELLI,6,OTTON MARINS,29301822,(28) - 35223542,ESCOLAROTARY@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,687,5189524
7452,2010,3201209,32052642,EEEF - ROTARY,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA NELSON BORELLI,6,OTTON MARINS,29301822,(28) - 35223542,ESCOLAROTARY@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,687,5189525
7453,2015,3201209,32052650,EEEF - SANTA CECILIA,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA CABO TAVEIRA,"",SANTA CECILIA,29307530,() - ,ESCOLASANTACECILIA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,688,5189526
7454,2012,3205036,32058918,EEEFM - PRESIDENTE LUEBKE,VARGEM ALTA,URBANA,Em Atividade,RUA ALBERTO DO CARMO,70,CENTRO,29295000,(28) - 35281318,ESCOLALUEBKE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,689,5189527
7455,2014,3205036,32059310,EEEFM - AGOSTINHO AGRIZZI,VARGEM ALTA,URBANA,Em Atividade,RUA PRAÇA PADRE OLIVIO,"",CENTRO,29297000,(28) - 35251129,ESCOLAAGRIZZI@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,690,5189528
7456,2013,3200805,32009380,EEEF - BRASIL,BAIXO GUANDU,URBANA,Em Atividade,RUA DUQUE DE CAXIAS,"",CENTRO,29730000,(27) - 37324172,ESCOLABRASIL@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,691,5189529
7457,2015,3200805,32009402,EEEFM - DR. JONES DOS SANTOS NEVES,BAIXO GUANDU,URBANA,Em Atividade,RUA ANTONIO SAMPAIO,1423,SAPUCAIA,29730000,(27) - 37321529,ESCOLADRJONES@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,692,5189530
7458,2011,3200805,32009402,EEEFM - DR. JONES DOS SANTOS NEVES,BAIXO GUANDU,URBANA,Em Atividade,RUA ANTONIO SAMPAIO,1423,SAPUCAIA,29730000,(27) - 37321529,ESCOLADRJONES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,692,5189531
7459,2012,3200805,32009402,EEEFM - DR. JONES DOS SANTOS NEVES,BAIXO GUANDU,URBANA,Em Atividade,RUA ANTONIO SAMPAIO,1423,SAPUCAIA,29730000,(27) - 37321529,ESCOLADRJONES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,692,5189532
7460,2015,3200805,32009402,EEEFM - DR. JONES DOS SANTOS NEVES,BAIXO GUANDU,URBANA,Em Atividade,RUA ANTONIO SAMPAIO,1423,SAPUCAIA,29730000,(27) - 37321529,ESCOLADRJONES@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,692,5189533
7461,2015,3200805,32009461,EEEFM - JOSÉ DAMASCENO FILHO,BAIXO GUANDU,URBANA,Em Atividade,RUA QUINTINO BOCAIUVA,442,SAPUCAIA,29730000,(27) - 37321959,ESCOLAJOSEDAMASCENO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,693,5189534
7462,2015,3200805,32009461,EEEFM - JOSÉ DAMASCENO FILHO,BAIXO GUANDU,URBANA,Em Atividade,RUA QUINTINO BOCAIUVA,442,SAPUCAIA,29730000,(27) - 37321959,ESCOLAJOSEDAMASCENO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,693,5189535
7463,2015,3202702,32030584,EEEFM - EURICO SALLES,ITAGUACU,URBANA,Em Atividade,AVENIDA 17 DE FEVEREIRO,160,CENTRO,29690000,(27) - 37251311,ESCOLAEURICOSALLES@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,699,5189536
7464,2011,3202702,32030584,EEEFM - EURICO SALLES,ITAGUACU,URBANA,Em Atividade,AVENIDA 17 DE FEVEREIRO,160,CENTRO,29690000,(27) - 37251311,ESCOLAEURICOSALLES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,699,5189537
7465,2012,3204955,32033540,EEEFM - DAVID ROLDI,SAO ROQUE DO CANAA,URBANA,Em Atividade,RUA JOÃO GUERINI,300,VILA VERDE,29665000,(27) - 37291325,ESCOLADAVIDROLDI@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,700,5189538
7466,2013,3203353,32012713,EEEFM - PADRE ANTONIO VOLKERS,MARILANDIA,URBANA,Em Atividade,AVENIDA DOM BOSCO,782,CENTRO,29725000,(27) - 37241741,ESCOLAPADREANTONIO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,703,5189539
7467,2014,3203353,32012713,EEEFM - PADRE ANTONIO VOLKERS,MARILANDIA,URBANA,Em Atividade,AVENIDA DOM BOSCO,782,CENTRO,29725000,(27) - 37241741,ESCOLAPADREANTONIO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,703,5189540
7468,2014,3201209,32052189,EEEFM - AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA HILDA LOPES BARBIERI,S/N,JARDIM AMERICA,29310715,(28) - 35215030,ESCOLAAGOSTINHO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,704,5189541
7469,2015,3201209,32052189,EEEFM - AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA HILDA LOPES BARBIERI,S/N,JARDIM AMERICA,29310715,(28) - 35215030,ESCOLAAGOSTINHO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,704,5189542
7470,2015,3201209,32052189,EEEFM - AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA HILDA LOPES BARBIERI,S/N,JARDIM AMERICA,29310715,(28) - 35215030,ESCOLAAGOSTINHO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,704,5189543
7471,2009,3201209,32052227,EEEF - DR ARISTIDES ALEXANDRE CAMPOS,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,AVENIDA MONTE CASTELO,"",INDEPENDENCIA,29306505,(28) - 35112387,ESCOLADRARISTIDES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,705,5189544
7472,2012,3201209,32052235,EEEFM - BERNARDINO MONTEIRO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA FRANCISCO MARTINS,13,AMARELO,29304420,(28) - 35229751,ESCOLABERNARDINO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,706,5189545
7473,2011,3201209,32052235,EEEFM - BERNARDINO MONTEIRO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA FRANCISCO MARTINS,13,AMARELO,29304420,(28) - 35229751,ESCOLABERNARDINO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,706,5189546
7474,2011,3201209,32052235,EEEFM - BERNARDINO MONTEIRO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA FRANCISCO MARTINS,13,AMARELO,29304420,(28) - 35229751,ESCOLABERNARDINO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,706,5189547
7475,2013,3201209,32052235,EEEFM - BERNARDINO MONTEIRO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA FRANCISCO MARTINS,13,AMARELO,29304420,(28) - 35229751,ESCOLABERNARDINO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,706,5189548
7476,2014,3201209,32052235,EEEFM - BERNARDINO MONTEIRO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA FRANCISCO MARTINS,13,AMARELO,29304420,(28) - 35229751,ESCOLABERNARDINO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,706,5189549
7477,2015,3201209,32052235,EEEFM - BERNARDINO MONTEIRO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA FRANCISCO MARTINS,13,AMARELO,29304420,(28) - 35229751,ESCOLABERNARDINO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,706,5189550
7478,2010,3201209,32052260,EEEF - CLUBE DO BOSQUE,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JORGE MARCONDES DE SOUZA,12,PRESIDENTE ARTHUR DA COSTA E SILVA,29305811,(28) - 35181255,CLUBEDOBOSQUE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,708,5189551
7479,2013,3201209,32052278,EEEF - DONA MARIA SANTANA,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JACINTO PASTRO,14,BASILEIA,29302848,(28) - 35119892,ESCOLADONAMARIA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,709,5189552
7480,2010,3201209,32052278,EEEF - DONA MARIA SANTANA,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JACINTO PASTRO,14,BASILEIA,29302848,(28) - 35119892,ESCOLADONAMARIA@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,709,5189553
7481,2009,3201209,32052286,EEEF - ELISEU LOFEGO,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA MATEUS,"",RUI PINTO BANDEIRA,29315802,(28) - 35114361,ESCOLAELIZEULOFEGO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,710,5189554
7482,2014,3201209,32052294,EEEF - CORAMARA,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,AVENIDA JORGE SIMAO,27,CORAMARA,29313367,() - ,ESCOLACORAMARA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,711,5189555
7483,2014,3201209,32052308,CEEFMTI - FRANCISCO COELHO AVILA JUNIOR,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PEDRO SILVAN,"",CORONEL BORGES,29306240,(28) - 35224197,ESCOLAFRANCISCOAVILA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,712,5189556
7484,2008,3201209,32052308,CEEFMTI - FRANCISCO COELHO AVILA JUNIOR,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PEDRO SILVAN,"",CORONEL BORGES,29306240,(28) - 35224197,ESCOLAFRANCISCOAVILA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,712,5189557
7485,2013,3201209,32052308,CEEFMTI - FRANCISCO COELHO AVILA JUNIOR,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PEDRO SILVAN,"",CORONEL BORGES,29306240,(28) - 35224197,ESCOLAFRANCISCOAVILA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,712,5189558
7486,2009,3201209,32052308,CEEFMTI - FRANCISCO COELHO AVILA JUNIOR,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PEDRO SILVAN,"",CORONEL BORGES,29306240,(28) - 35224197,ESCOLAFRANCISCOAVILA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,712,5189559
7487,2015,3201209,32052308,CEEFMTI - FRANCISCO COELHO AVILA JUNIOR,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PEDRO SILVAN,"",CORONEL BORGES,29306240,(28) - 35224197,ESCOLAFRANCISCOAVILA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,712,5189560
7488,2013,3201209,32052316,EEEFM - FRATERNIDADE E LUZ,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO SANTANA,"",SUMARE,29304540,(28) - 35224539,ESCOLAFRATERNIDADE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,713,5189561
7489,2008,3201209,32052316,EEEFM - FRATERNIDADE E LUZ,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO SANTANA,"",SUMARE,29304540,(28) - 35224539,ESCOLAFRATERNIDADE@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,713,5189562
7490,2013,3201209,32052316,EEEFM - FRATERNIDADE E LUZ,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO SANTANA,"",SUMARE,29304540,(28) - 35224539,ESCOLAFRATERNIDADE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,713,5189563
7491,2015,3201209,32052316,EEEFM - FRATERNIDADE E LUZ,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO SANTANA,"",SUMARE,29304540,(28) - 35224539,ESCOLAFRATERNIDADE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,713,5189564
7492,2014,3201209,32052316,EEEFM - FRATERNIDADE E LUZ,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO SANTANA,"",SUMARE,29304540,(28) - 35224539,ESCOLAFRATERNIDADE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,713,5189565
7493,2015,3201209,32052316,EEEFM - FRATERNIDADE E LUZ,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO SANTANA,"",SUMARE,29304540,(28) - 35224539,ESCOLAFRATERNIDADE@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,713,5189566
7494,2009,3201209,32052332,EEEF - GIRONDA,CACHOEIRO DE ITAPEMIRIM,RURAL,Em Atividade,RUA ADÃO MATHIELO,"",ZONA RURAL,29326000,(28) - 98849840,ESCOLAGIRONDA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,714,5189567
7495,2008,3201209,32052405,EEEFM - LIONS SEBASTIAO PAIVA VIDAURRE,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PACIFICO PEZZODIPANE,S/N,LUIZ TINOCO DA FONSECA,29313235,(28) - 35214694,ESCOLALIONSPAIVA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,717,5189568
7496,2009,3201209,32052405,EEEFM - LIONS SEBASTIAO PAIVA VIDAURRE,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PACIFICO PEZZODIPANE,S/N,LUIZ TINOCO DA FONSECA,29313235,(28) - 35214694,ESCOLALIONSPAIVA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,717,5189569
7497,2013,3201209,32052405,EEEFM - LIONS SEBASTIAO PAIVA VIDAURRE,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PACIFICO PEZZODIPANE,S/N,LUIZ TINOCO DA FONSECA,29313235,(28) - 35214694,ESCOLALIONSPAIVA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,717,5189570
7498,2015,3201209,32052405,EEEFM - LIONS SEBASTIAO PAIVA VIDAURRE,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PACIFICO PEZZODIPANE,S/N,LUIZ TINOCO DA FONSECA,29313235,(28) - 35214694,ESCOLALIONSPAIVA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,717,5189571
7499,2014,3201209,32052405,EEEFM - LIONS SEBASTIAO PAIVA VIDAURRE,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PACIFICO PEZZODIPANE,S/N,LUIZ TINOCO DA FONSECA,29313235,(28) - 35214694,ESCOLALIONSPAIVA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,717,5189572
7500,2015,3201209,32052405,EEEFM - LIONS SEBASTIAO PAIVA VIDAURRE,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA PACIFICO PEZZODIPANE,S/N,LUIZ TINOCO DA FONSECA,29313235,(28) - 35214694,ESCOLALIONSPAIVA@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,717,5189573
7501,2015,3201209,32052421,EEEFM - MARIA ANGELICA MARANGONI SANTANA,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA WALDEMIR SIMOES,S/N,ZUMBI,29302390,() - ,ESCOLAMARIAANGELICA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,718,5189574
7502,2011,3201209,32052529,EEEFM - PRESIDENTE GETULIO VARGAS,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO FRANKLIN MACHADO,"",ABELARDO FERREIRA MACHADO,29309274,(28) - 35222004,ESCOLAGETULIOVARGAS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,720,5189575
7503,2012,3201209,32052529,EEEFM - PRESIDENTE GETULIO VARGAS,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO FRANKLIN MACHADO,"",ABELARDO FERREIRA MACHADO,29309274,(28) - 35222004,ESCOLAGETULIOVARGAS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,720,5189576
7504,2009,3201209,32052529,EEEFM - PRESIDENTE GETULIO VARGAS,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO FRANKLIN MACHADO,"",ABELARDO FERREIRA MACHADO,29309274,(28) - 35222004,ESCOLAGETULIOVARGAS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,720,5189577
7505,2009,3201209,32052529,EEEFM - PRESIDENTE GETULIO VARGAS,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO FRANKLIN MACHADO,"",ABELARDO FERREIRA MACHADO,29309274,(28) - 35222004,ESCOLAGETULIOVARGAS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,720,5189578
7506,2014,3201209,32052529,EEEFM - PRESIDENTE GETULIO VARGAS,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,RUA JOAO FRANKLIN MACHADO,"",ABELARDO FERREIRA MACHADO,29309274,(28) - 35222004,ESCOLAGETULIOVARGAS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,720,5189579
7507,2012,3204559,32032234,EEEFM - SAO LUIS,SANTA MARIA DE JETIBA,URBANA,Em Atividade,RUA HENRIQUE JJ KUSTER,355,SAO LUIS,29645000,(27) - 32632297,ESCOLASAOLUIS@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,721,5189580
7508,2015,3204559,32032234,EEEFM - SAO LUIS,SANTA MARIA DE JETIBA,URBANA,Em Atividade,RUA HENRIQUE JJ KUSTER,355,SAO LUIS,29645000,(27) - 32632297,ESCOLASAOLUIS@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,721,5189581
7509,2015,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,722,5189582
7510,2008,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,ENSINO MÉDIO,3,Estadual,722,5189583
7511,2014,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,ENSINO MÉDIO,3,Estadual,722,5189584
7512,2010,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,722,5189585
7513,2011,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,722,5189586
7514,2013,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,722,5189587
7515,2015,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,722,5189588
7516,2012,3204559,32032277,EEEFM - GRACA ARANHA,SANTA MARIA DE JETIBA,URBANA,Em Atividade,RUA HERMANN ROELKE,131,CENTRO,29645000,(27) - 32632666,ESCOLAGRACAARANHA@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,723,5189589
7517,2008,3200102,32025920,EEEFM - AFONSO CLAUDIO,AFONSO CLAUDIO,URBANA,Em Atividade,RUA UTE AMELIA GASTIN PADUA,50/124,SAO TARCISIO,29600000,(27) - 37352088,ESCOLAAFONSOCLAUDIO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,724,5189590
